Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Score,Grouping,Market
Chinese-Traditional,5870087572,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-25 08:16:39,2020-12-25 08:15:56,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870234654,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-25 10:25:22,2020-12-25 10:25:13,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870308060,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-25 11:24:58,2020-12-25 11:23:10,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870313113,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-25 11:50:32,2020-12-25 11:50:14,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314729,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-25 11:58:32,2020-12-25 11:58:25,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870605152,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-26 04:41:41,2020-12-26 04:41:34,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870999747,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-26 18:28:21,2020-12-26 18:27:38,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262638,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-27 07:49:06,2020-12-27 07:49:01,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871613107,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-27 11:33:38,2020-12-27 11:32:56,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871785377,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-27 13:37:00,2020-12-27 13:36:55,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871834667,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-27 15:39:33,2020-12-27 15:39:26,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872061344,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-28 01:34:17,2020-12-28 01:34:12,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872207580,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-28 04:23:01,2020-12-28 04:21:04,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872426783,no,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-28 09:11:35,2020-12-28 09:11:25,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872961266,yes,idiom,slang/informal,idiom,slang/informal,hard,unfamiliar,8,Exact Match,作對,set oneself against (lit. to be opposite),唱反調,disagree with somebody (lit. sing in the opposite pitch),2914023438,2020-12-28 15:10:05,2020-12-28 15:09:01,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,1,GT,ZH-ZH
Chinese-Traditional,5868343811,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-23 23:08:18,2020-12-23 23:08:01,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868373948,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 00:20:32,2020-12-24 00:19:59,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868388351,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 00:56:24,2020-12-24 00:56:20,False,cf_internal,0.9813000000000001,46197780,TWN,3,Taipei,49.216.59.121,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868430942,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 02:45:02,2020-12-24 02:44:58,False,cf_internal,0.8656,46102414,AUS,2,Kellyville,101.179.219.27,yes,1,GT,ZH-ZH
Chinese-Traditional,5868451809,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 03:24:26,2020-12-24 03:24:23,False,cf_internal,0.8929,45492267,HKG,0,Central District,123.203.180.92,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868460607,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 03:43:14,2020-12-24 03:41:27,False,cf_internal,0.925,45492033,HKG,0,Central District,103.244.3.61,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868529170,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 05:37:48,2020-12-24 05:37:42,False,cf_internal,0.9259000000000001,45493055,TWN,8,Hsinchu,36.228.121.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868892307,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 08:30:19,2020-12-24 08:30:12,False,cf_internal,0.9228000000000001,46305142,TWN,21,Tainan,59.125.214.139,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869397025,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 10:54:20,2020-12-24 10:54:15,False,cf_internal,0.9222,45526273,TWN,21,Tainan,218.166.15.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869794515,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-24 14:45:30,2020-12-24 14:45:22,False,cf_internal,0.8963000000000001,46304816,TWN,2,Kaohsiung,49.159.76.14,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870043110,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 04:59:40,2020-12-25 04:59:07,False,cf_internal,0.9216000000000001,45709019,TWN,21,Tainan,1.172.57.80,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870049117,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 05:40:46,2020-12-25 05:40:31,False,cf_internal,0.9365,45709058,HKG,0,Central District,84.17.57.35,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870088384,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 08:17:47,2020-12-25 08:16:41,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870234837,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 10:25:31,2020-12-25 10:25:24,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870308472,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 11:26:51,2020-12-25 11:25:00,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870313136,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 11:50:39,2020-12-25 11:50:34,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314759,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-25 11:58:41,2020-12-25 11:58:34,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870605258,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-26 04:42:08,2020-12-26 04:41:47,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870999850,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-26 18:28:41,2020-12-26 18:28:23,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262664,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-27 07:49:12,2020-12-27 07:49:08,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871613853,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-27 11:33:54,2020-12-27 11:33:41,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871785491,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-27 13:37:09,2020-12-27 13:37:03,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871834961,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-27 15:39:55,2020-12-27 15:39:36,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872061446,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-28 01:34:28,2020-12-28 01:34:19,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872207636,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-28 04:23:08,2020-12-28 04:23:03,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872427093,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-28 09:11:45,2020-12-28 09:11:38,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872961414,yes,action,neutral,action,slang/informal,medium,familiar,9,Exact Match,抱怨,complain,發牢騷,complain (slang),2914023439,2020-12-28 15:10:16,2020-12-28 15:10:07,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,1,GT,ZH-ZH
Chinese-Traditional,5868344013,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-23 23:08:38,2020-12-23 23:08:19,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868374700,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 00:22:08,2020-12-24 00:21:58,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868388381,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 00:56:30,2020-12-24 00:56:26,False,cf_internal,0.9813000000000001,46197780,TWN,3,Taipei,49.216.59.121,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868431007,no,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 02:45:10,2020-12-24 02:45:04,False,cf_internal,0.8656,46102414,AUS,2,Kellyville,101.179.219.27,yes,0,GT,ZH-ZH
Chinese-Traditional,5868451894,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 03:24:35,2020-12-24 03:24:28,False,cf_internal,0.8929,45492267,HKG,0,Central District,123.203.180.92,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868461334,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 03:45:00,2020-12-24 03:43:18,False,cf_internal,0.925,45492033,HKG,0,Central District,103.244.3.61,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868529354,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 05:38:09,2020-12-24 05:37:50,False,cf_internal,0.9259000000000001,45493055,TWN,8,Hsinchu,36.228.121.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868892896,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 08:30:31,2020-12-24 08:30:21,False,cf_internal,0.9228000000000001,46305142,TWN,21,Tainan,59.125.214.139,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869400756,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 10:55:25,2020-12-24 10:54:22,False,cf_internal,0.9222,45526273,TWN,21,Tainan,218.166.15.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869794729,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-24 14:46:07,2020-12-24 14:45:32,False,cf_internal,0.8963000000000001,46304816,TWN,2,Kaohsiung,49.159.76.14,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870043129,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 04:59:48,2020-12-25 04:59:42,False,cf_internal,0.9216000000000001,45709019,TWN,21,Tainan,1.172.57.80,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870049156,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 05:40:59,2020-12-25 05:40:48,False,cf_internal,0.9365,45709058,HKG,0,Central District,84.17.57.35,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870089147,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 08:18:41,2020-12-25 08:17:49,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870235169,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 10:25:45,2020-12-25 10:25:33,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870308862,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 11:28:48,2020-12-25 11:26:53,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870313178,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 11:50:52,2020-12-25 11:50:41,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314781,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-25 11:58:50,2020-12-25 11:58:43,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870605300,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-26 04:42:20,2020-12-26 04:42:12,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870999907,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-26 18:28:51,2020-12-26 18:28:43,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262683,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-27 07:49:20,2020-12-27 07:49:14,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871615289,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-27 11:34:24,2020-12-27 11:33:57,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871785589,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-27 13:37:16,2020-12-27 13:37:12,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871835308,no,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-27 15:40:22,2020-12-27 15:39:59,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872061547,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-28 01:34:35,2020-12-28 01:34:30,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872207909,yes,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-28 04:23:41,2020-12-28 04:23:10,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872428505,no,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-28 09:12:31,2020-12-28 09:11:48,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872962299,no,time,neutral,time,neutral,medium,familiar,10,Exact Match,半夜,midnight,三更,very late at night,2914023440,2020-12-28 15:11:13,2020-12-28 15:10:18,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,0,GT,ZH-ZH
Chinese-Traditional,5868344127,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-23 23:08:51,2020-12-23 23:08:40,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868374919,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 00:22:41,2020-12-24 00:22:10,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868388429,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 00:56:35,2020-12-24 00:56:32,False,cf_internal,0.9813000000000001,46197780,TWN,3,Taipei,49.216.59.121,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868431213,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 02:45:35,2020-12-24 02:45:12,False,cf_internal,0.8656,46102414,AUS,2,Kellyville,101.179.219.27,no,1,GT,ZH-ZH
Chinese-Traditional,5868451928,yes,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 03:24:40,2020-12-24 03:24:37,False,cf_internal,0.8929,45492267,HKG,0,Central District,123.203.180.92,no,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868462181,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 03:47:00,2020-12-24 03:45:03,False,cf_internal,0.925,45492033,HKG,0,Central District,103.244.3.61,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868529416,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 05:38:17,2020-12-24 05:38:11,False,cf_internal,0.9259000000000001,45493055,TWN,8,Hsinchu,36.228.121.9,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868893412,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 08:30:41,2020-12-24 08:30:33,False,cf_internal,0.9228000000000001,46305142,TWN,21,Tainan,59.125.214.139,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869404862,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 10:56:39,2020-12-24 10:55:27,False,cf_internal,0.9222,45526273,TWN,21,Tainan,218.166.15.226,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869794807,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-24 14:46:20,2020-12-24 14:46:09,False,cf_internal,0.8963000000000001,46304816,TWN,2,Kaohsiung,49.159.76.14,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870043157,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 04:59:58,2020-12-25 04:59:51,False,cf_internal,0.9216000000000001,45709019,TWN,21,Tainan,1.172.57.80,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870049284,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 05:41:48,2020-12-25 05:41:01,False,cf_internal,0.9365,45709058,HKG,0,Central District,84.17.57.35,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870089805,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 08:19:32,2020-12-25 08:18:43,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870236029,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 10:26:26,2020-12-25 10:25:48,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870309286,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 11:31:08,2020-12-25 11:31:02,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870313228,no,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 11:51:03,2020-12-25 11:50:54,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,no,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314798,yes,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-25 11:58:58,2020-12-25 11:58:52,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,no,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870605655,yes,education,neutral,education,formal,medium,familiar,11,Exact Match,畢業,graduate,肄業,drop out,2914023441,2020-12-26 04:43:44,2020-12-26 04:42:24,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,no,0,Pilot 3A,ZH-ZH
